creditor,Concept,debtor,Data Source,Unit,Scale,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
France,Portfolio Investment Total Banks Assets (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,10575600,46853818.6,24867207,75032640.6,110011743.8,318907599,2306898468,1025199980,153121374,201151548,238489060.2,91765589.4,10.5756,46.8538186,24.867207,75.0326406,110.0117438,318.907599,2306.898468,1025.19998,153.121374,201.151548,238.4890602,91.7655894
France,Portfolio Investment Total Banks Assets (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,4109855.3,4424289,4609346.4,15484742.2,0,0,0,1297980.6,1317493.2,7659888,0,0,4.1098553,4.424289,4.6093464,15.4847422,0,0,0,1.2979806,1.3174932,7.659888,0
France,Portfolio Investment Total Banks Assets (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,1759956100,3861951010,3777337458,4332521369,3452192681,2738712036,3124017015,2259340056,7012084485,4097240836,3033353171,4129327499,1759.9561,3861.95101,3777.337458,4332.521369,3452.192681,2738.712036,3124.017015,2259.340056,7012.084485,4097.240836,3033.353171,4129.327499
France,Portfolio Investment Total Banks Assets (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Banks Assets (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,20128892000,43354662209,61435578540,63652601573,30807256775,98319527403,1.11203E+11,1.44858E+11,1.29236E+11,1.09245E+11,78518367711,82524426039,20128.892,43354.66221,61435.57854,63652.60157,30807.25677,98319.5274,111202.6357,144857.7206,129236.4363,109244.5332,78518.36771,82524.42604
France,Portfolio Investment Total Banks Assets (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,5342440600,7312903905,10641726039,15877144301,14268233201,18181632780,16774095179,21481341803,39085430013,23050557710,5840532622,10227769780,5342.4406,7312.903905,10641.72604,15877.1443,14268.2332,18181.63278,16774.09518,21481.3418,39085.43001,23050.55771,5840.532622,10227.76978
France,Portfolio Investment Total Banks Assets (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,1879812900,3520166047,6993487389,11889162041,16790291416,29882832726,50810584052,33551074374,36774458389,28060710428,26023785007,23918992267,1879.8129,3520.166047,6993.487389,11889.16204,16790.29142,29882.83273,50810.58405,33551.07437,36774.45839,28060.71043,26023.78501,23918.99227
France,Portfolio Investment Total Banks Assets (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,36105098400,57802974398,73220690901,91610402830,1.00578E+11,99107240907,1.15994E+11,1.05619E+11,1.29811E+11,97364206610,90703055065,93486232134,36105.0984,57802.9744,73220.6909,91610.40283,100578.1607,99107.24091,115993.8369,105619.1956,129811.1983,97364.20661,90703.05506,93486.23213
France,Portfolio Investment Total Banks Assets (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,4349185.3,1288232.4,27358041,2327390.1,-892079.7,172872,605298.6,333826.2,310059,0,0,0,4.3491853,1.2882324,27.358041,2.3273901,-0.8920797,0.172872,0.6052986,0.3338262,0.310059
France,Portfolio Investment Total Banks Assets (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,4538695000,6769340672,9908140275,12409181855,15663126996,24888916230,30385196552,21635035584,16290824857,20445818869,17417358695,34267334096,4538.695,6769.340672,9908.140275,12409.18186,15663.127,24888.91623,30385.19655,21635.03558,16290.82486,20445.81887,17417.35869,34267.3341
